s1,s2,label,pred
哪里有钣金加工,钣金加工哪里好？,0,1
什么品牌的录音笔好,卖什么品牌录音笔好,0,1
猪头肉怎么做好吃,熟猪头肉怎么炒才好吃啊,0,1
有什么方法能快速减肥呢,快速减肥方法吃什么？,0,1
什么虫子能吃,什么虫子,1,0
用手机可以刷单吗,可以用手机给自己刷单么,0,1
吃酱油伤口变黑还能灰愎吗,吃酱油会使伤口变黑吗？,1,0
韩国的大叔怎么讲,韩国大叔怎么叫,0,1
再见吧妈妈(打一数学名词),再见了妈妈。打一数学名词。,0,1
白菜怎么做才好吃,干白菜怎么做好吃怎么样,1,0
过年后摆地摊卖什么好？,过年摆地摊买什么好？,0,1
初二上数学题-一次函数的,初二一次函数数学题,0,1
哪个牌子女式凉鞋好用,请问女士凉鞋哪个牌子既舒适又漂亮.,0,1
怎么下载搜狐视频,怎么在搜狐视频中下载,0,1
怎样桥连无线路由器,无线路由器怎么用,1,0
网上那些网站后台管理系统应该怎么使用?,网站后台管理系统怎么进,0,1
用什么牌子的面膜可以去痘又补水,补水面膜泥什么牌子好,0,1
我爱读书手抄报,读书手抄报，急！,1,0
寻找有关手的动漫图片,寻找动漫图片！,0,1
怎么上外国网站,怎么看外国网站,0,1
演唱会在哪里可以下载，比如周杰伦的,哪里可以下载周杰伦无与伦比演唱会MV,0,1
今年有什么好看的电影或是电视剧吗？,今年都有什么好看的电影电视剧,0,1
摩托车怎么启动,摩托车如何电启动,0,1
有安徽宿州的吗,你是安徽宿州的吗,1,0
新浪微博怎么买粉丝,新浪微博怎么刷粉丝,0,1
哪里有鹅卵石？,哪里有卖鹅卵石的？,0,1
这个头像叫什么名字？！,这个头像男的叫什么名字,0,1
这个纹身是什么意思啊,纹身鱼是什么意思,1,0
登陆小米账号,小米账号在哪登陆,0,1
我的世界修改器怎么下载,我的世界修改器可以下载吗,0,1
这是什么标志,这是什么车的标志,0,1
一部老的武侠电视剧,一部武侠电视剧,0,1
支付宝可以用别人的银行卡吗,可以用别人的银行卡去开通支付宝吗,0,1
晚上吃什么菜,晚上吃什么饭啊,0,1
湿疹有没有什么偏方？,严重湿疹有没有什么好方法能治好,0,1
求大秦帝国全集有的发我。谢了。,求大秦帝国全集,0,1
签名设计免费版,自己签名设计免费版,0,1
环保壁纸有哪些品牌,哪个品牌壁纸最环保,0,1
有什么好看的抗日小说,有什么好看的抗战小说,0,1
这个用的是什么修图软件,有什么这样的修图软件,0,1
手机免费下载小说网站,到哪个网站免费下载小说《手机》,0,1
谁知道王明利苹果肌做的如何呢,不知道丰苹果肌，王明利如何呢？,0,1
孕妇能喝橄榄油吗？,孕妇可以用橄榄油吗？,0,1
三字经人之初性本善，为什么,孔子为什么会说人之初性本善,1,0
苹果手机上哪些游戏好玩},苹果手机神的游戏好玩,0,1
自考怎么考？,自考是怎么样的,1,0
谁有爱奇艺的会员号？,谁借我爱奇艺会员号啊。,0,1
哪里有在线观看漫画的网站?,哪里可以在线观看漫画《天天混混》,0,1
什么类的单机游戏好玩,有什么好玩的单机游戏？,0,1
砸明火是什么意思？,被砸了明火是什么意思,1,0
喝什么可以通便,吃什么可以通便。,0,1
那个舞蹈培训班好,有哪些舞蹈培训班,0,1
谁不玩奥奇传说送我一个号,谁借我一个奥奇传说的号,0,1
正六边形怎么画？,等边六边形怎么画,0,1
我是歌手3昨晚排名？,昨晚的我是给歌手排名,0,1
有济南到聊城的火车吗？,聊城有到济南的火车吗,0,1
这是什么有毒吗会咬人吗,这是什么蛇，有毒么,0,1
怎么在手机上找回支付密码,怎么找到手机支付宝密码,0,1
建筑设计规范是什么？,高等学校建筑设计执行什么规范,0,1
买彩票真的可以中奖吗,那些买彩票中奖的人是真的吗,0,1
百姓网怎么找工作,找工作百姓网,0,1
请问这图片出自哪个节目？,这图片是出自哪个视频。,0,1
求我的世界中文版,我的世界有中文版吗,0,1
帮我做电子贺卡,电子贺卡在哪做,0,1
怎么找黄牛买火车票票,有黄牛火车票吗,0,1
什么样的男人最讨厌女人？,什么样的男人最另女人讨厌啊？,0,1
火命的人起什么名字好呢,五行喜木火命人起什么名字,1,0
中国石油大学华东,中国石油大学(华东)在哪个省,0,1
吃冰糖橙上火吗,冰糖柑上火吗？,0,1
什么玩具，最好玩,玩具什么好玩,0,1
英雄联盟什么时候更新,英雄联盟在更新什么,0,1
疯狂猜明星小时候这个是谁啊,疯狂猜明星小时候这个这个！,0,1
穿什么衣服好看？,人瘦穿什么衣服好看,0,1
鬼月怪物猎人,关于怪物猎人,1,0
问道在那买东西便宜,问道哪个区东西便宜,0,1
疯狂的麦咭在哪里,疯狂的麦咭在哪里录,1,0
什么花代表爱情,爱情来了代表什么花,0,1
火影和海贼王哪个好看,海贼王火影死神哪个最好看,0,1
为什么有人一天只吃两顿饭，,古人为什么一天吃两顿饭,0,1
教我如何不想他,教我如何不想她,1,0
考驾照都需要体检什么,考驾照体检需要带什么,0,1
网上怎么买火车票？安全吗？,去哪儿网上买火车票安全吗？,0,1
郑州服装批发市场在哪,郑州都有哪些服装批发市场,0,1
关于基金分红到帐问题,关于基金分红的小问题,0,1
水吧是什么？,水吧是做什么的,0,1
怀孕前可以染头发吗,怀孕可以染头发吗？,0,1
男的在酒吧怎么跳舞,酒吧如何跳舞,0,1
怎么不能提交问题啦？,我怎么在百度问题回答不能提交,1,0
上火会牙痛吗,牙痛是上火吗,0,1
爱玛电动车质量怎么样,爱玛之星电动车质量怎么样,0,1
有哪些关联词,所有的关联词,1,0
淘宝实物怎么刷啊,在淘宝做实物店怎么做？,1,0
我的世界里的铁傀儡王,我的世界的铁傀儡长什么样,1,0
这是阿迪达斯哪个系列,这是阿迪达斯什么系列的板鞋,0,1
这发型叫什么名字,这些发型都叫什么名字(如下图),0,1
生日快乐韩文是什么，怎么读,生日快乐韩文怎么写,1,0
怎么用手机下载视频,怎么下载视频到手机里？,0,1
女性手心脚心发热是为什么,为什么感觉手心脚心热热的,0,1
十二生肖的成语死,添十二生肖的成语,1,0
伊利纯牛奶要加热喝吗,伊利纯牛奶可以倒出来加热吗？,0,1
我姐姐的儿子是我什么人啊,如果我是女的，姐姐的儿子我应该叫什么,0,1
我的电脑配置如何改能玩孤岛危机,我的配置能玩孤岛危机吗,0,1
有没有我的世界手机版的修改器,我的世界手机版什么修改器最好,0,1
这件事让人感动。,这件事，真让我感动,0,1
老公出轨了，如何挽回，心真的好痛,如何挽回出轨老公的心，我自有妙招！,0,1
买手是什么职业,什么叫职业买手？,0,1
他说我小蛮腰，他是什么意思,小蛮腰是什么意思？,0,1
棋牌游戏哪个平台好?,棋牌游戏斗地主哪个平台好啊,1,0
她的面相如何,面相如何？奸门和痣，怎么解？,1,0
谁知道张栋梁的最新消息，谢啦,有谁有张栋梁.王心凌的最新消息,0,1
今晚是什么生肖,今晚买什么生肖？,0,1
红米怎么修改手机型号,怎么把红米手机型号201411修改,0,1
葬我于高山之上兮什么意思,葬我于高山之上兮的于是什么意思,1,0
大学生在培训机构做家教应注意什么,大学生兼职时需要注意什么,0,1
雅诗兰黛小棕瓶精华怎么用,雅诗兰黛小棕瓶精华怎么样,1,0
天天炫斗凯瑟琳和艾尔布鲁哪个好？,天天炫斗凯瑟琳和布鲁应该选哪个，好烦,1,0
当我男朋友吧,做你男朋友吧,1,0
怎么用发簪盘头发图解,图解怎么用发簪别头发,1,0
怎样清洗猪油罐,怎样清洗油罐,0,1
最近有什么好看的爱情动漫推荐一下,有什么好看的爱情动画,0,1
淘宝注意什么,淘宝买号要注意什么,0,1
图片这个女生是谁,求这个女生的全部图片,0,1
这是个什么发型？,做什么发型,0,1
请问这图片上的是什么植物？,请问如下图片中植物是什么花？,0,1
我的世界手机版僵尸怎么做,我的世界手机版怎样才有僵尸,0,1
这是什么手表？,这是什么手表，多少钱。,0,1
欢乐斗地主怎么玩的，哪里下载？,欢乐斗地主怎样下载,0,1
补水的护肤品都有那些牌子的,哪些牌子护肤品补水很好,0,1
怎样死没痛苦,死痛苦吗，怎么样死不疼，,0,1
淘宝怎么删除买家给的好评？我是卖家,我是淘宝卖家怎么删除给买家的评价,0,1
数学符号：分号怎么打？,数学符号怎么打,1,0
宠物怎么喂食,怎么给别人宠物喂食,0,1
有没有人曾告诉你歌词,我想把《有没有人曾告诉你》改歌词。,0,1
蓝牙耳机有辐射吗,蓝牙耳机辐射大吗。,0,1
刚怀孕的能吃烧烤吗？,怀孕后可以吃烧烤吗？,0,1
这是什么头型,这是什么头型女的,0,1
我的世界有什么样的房子图片,我的世界房子图片,0,1
功夫派怎样快速升级啊？,功夫派83—90怎样快速升级,0,1
小姑子过生日嫂子送什么礼物好,我嫂子过生日，该送什么礼物好，嫂子还是学生,0,1
记者比喻什么人,记者比喻什么,0,1
在哪里查中考成绩？怎么查。,怎样查中考成绩,0,1
怎样快速减掉肚子上的肉,怎样在家快速减掉肚子上的肉,0,1
如何辨别发票真假或者查询,如何辨别住宿发票真伪,1,0
藏族有服饰有哪些,藏族服饰在哪买,0,1
这个萌妹子是谁，叫什么？,这妹子叫什么？,0,1
这配置能玩御龙在天,我的配置能玩御龙在天吗,0,1
为什么我的特百惠杯子第一次倒开水会漏水,为啥子我在特百惠买的杯子盖不紧，会漏水,1,0
什么样的发型最是简单？,什么样的发型既简单大方又可爱,0,1
脸小的女孩适合什么样的发型,脸小且又圆的人适合什么样的发型,0,1
什么动物最好养,养什么动物最好,0,1
优酷怎么没广告了,优酷怎么去广告,0,1
自然界有哪些活时钟,自然界的时钟,1,0
我的世界哪个是种子代码,我的世界种子代码有哪些,0,1
网上可以报警吗？,网上被骗可以报警吗,0,1
蓝色的裙子配什么颜色的鞋子,深蓝色的裙子配什么颜色的鞋子好看,0,1
怀孕五个月胎儿,怀孕快五个月的胎儿有多大,0,1
为什么我的手机安装不了天天酷跑,联想手机为什么我下载了天天酷跑安装不了,0,1
哪里产的黑枸杞好？哪个品牌好呢,黑枸杞品牌哪个好呢,1,0
什么牌子的钢笔,这钢笔什么牌子的,0,1
移动有什么软件可以赚流量,什么软件可以送流量？移动卡！,1,0
电信手机如何取消套餐,电信手机如何退订流量套餐,1,0
这是什么品牌呀,品了没。这是什么品牌,0,1
关于五一旅游,五一该去哪旅游啊…,0,1
怎么做鲤鱼好吃啊？,江鲤鱼怎么做好吃,0,1
最近有什么热点话题或新闻,2015年热点话题是什么,1,0
圆锥的母线指的是什么？,什么叫圆锥母线长,0,1
奥比岛的事(红宝石进),奥比岛红宝石会所在哪,1,0
员工福利可以选什么呢,员工福利发什么好呢,1,0
高中一般什么时候发毕业证,高中毕业证什么时候可以拿,1,0
什么咖啡最好喝？,什么咖啡好喝？,0,1
结婚证在哪里办都可以吗,同，可以在哪里领结婚证？,0,1
如何清洗手表表带,手表表带脏了怎么清洗,0,1
刮痧是什么，好有好处,刮痧有什么好处,0,1
这衣服配什么裤子好看,这个裤子配什么衣服好看？,1,0
你还爱我吗？,你说你爱我吗,0,1
新百伦的鞋怎么辨别真假呢？,新百伦怎么辨别真假,0,1
我的世界手机版村庄在哪。,手机版我的世界有村庄吗,0,1
穿抹胸裙穿什么内衣,抹胸穿什么内衣,1,0
微信怎么登陆？,怎样登陆别人的微信,0,1
我找不到女朋友怎么办？,为什么我找不到女朋友,0,1
妈妈，我想说声感谢你。作文,妈妈我感谢你作文,1,0
男左女右指的是什么,什么分男左女右呢,0,1
摸摸渣渣什么意思,什么意思摸摸摸,0,1
这种小叶盆栽叫什么名字啊,请问这种盆栽叫什么名字，水生的,0,1
什么软件可以做视频,有什么可以录视频的软件,1,0
这个词语的意思是什么呀？,这个词语什么意思？念什么？,0,1
煮鱼怎么去腥味？,鱼怎样去腥味,0,1
阳春回大地的下联,春回大地的下联,1,0
平板电脑什么样的好,关于平板电脑,0,1
作文《妈妈，让我说声谢谢你》,谢谢你，妈妈作文,0,1
为什么蜗牛雨天会出来？,蜗牛为什么下雨天才出来,0,1
什么外套搭配衬衫,衬衫搭配什么外套,1,0
金项链如何自己清洗,怎样清洗白金项链？,0,1
怎样上传视频赚钱,爱拍上传视频怎么赚钱啊,0,1
怎么破解无线密码,怎么破解无线猫的密码？,0,1
滨州想买钢琴。,滨州，学钢琴！,1,0
翡翠微商怎么找客源，代理怎么加好友,微商代理怎么做怎么找客源加好友如何做好微商,1,0
法国哪里有什么好吃的？,法国有什么好吃的,0,1
淘宝淘抢购怎么抢,淘宝的淘抢购怎么玩？,0,1
过年送礼送什么吃的好,过年送礼送什么啊,0,1
谁知道这个是哪个动漫里的,这个动漫是什么捏谁知道哦,0,1
微博怎么让别人取消关注,微博怎么取消关注啊,0,1
七夕是什么？,七夕是什么时候,0,1
胃胀气不打嗝吃什么药,胃胀气打嗝吃什么药,0,1
爸爸你会唱小星星吗,爸爸：你会唱小星星么,0,1
老子叫什么,老子姓什么？,0,1
怎么样才能激情,怎么活的有激情,0,1
监控驱动怎么安装,监控驱动盘丢了怎么安装,0,1
这是金丝楠木么？,这是金丝楠木树吗,0,1
韩语谢谢怎么说,谢谢用韩语怎么写？,0,1
555555555.怎么解一元三次方程啊！,没有二次项的一元三次方程怎么解,0,1
考试时如何放松自己的心情,怎么放松紧张自己的心情,0,1
大家最近看什么新韩剧吗？,最近有什么好的韩剧吗？,0,1
这小霸王游戏叫什么名字？,"小霸王游戏机里的一个游戏,叫什么名字",0,1
感人的爱情电影,最感人的爱情电影…,0,1
这个哪个动漫的角色？,这个动漫角色是谁,0,1
背单词该怎么背？,怎么背单词背的快,1,0
魔兽世界猎人和术士哪个好玩！详细说说,魔兽世界。术士，和猎人哪个好玩点呀！,0,1
求一本小说名,急！找一本很那个的小说！,0,1
寻找一个电影,寻找一个很老很老的电影,0,1
饮水机怎么清洗,新的饮水机怎么清洗,0,1
痔疮的症状图片是什么？,痔疮症状图片;不知道用什么方法啊,1,0
《爱情公寓》的片尾曲是什么,爱情公寓3的主题曲和片尾曲是什么,0,1
